instruction,reference,prediction,latency_sec
What are the genetic changes related to Treacher Collins syndrome ?,"Mutations in the TCOF1, POLR1C, or POLR1D gene can cause Treacher Collins syndrome. TCOF1 gene mutations are the most common cause of the disorder, accounting for 81 to 93 percent of all cases. POLR1C and POLR1D gene mutations cause an additional 2 percent of cases. In individuals without an identified mutation in one of these genes, the genetic cause of the condition is unknown. The proteins produced from the TCOF1, POLR1C, and POLR1D genes all appear to play important roles in the early development of bones and other tissues of the face. These proteins are involved in the production of a molecule called ribosomal RNA (rRNA), a chemical cousin of DNA. Ribosomal RNA helps assemble protein building blocks (amino acids) into new proteins, which is essential for the normal functioning and survival of cells. Mutations in the TCOF1, POLR1C, or POLR1D gene reduce the production of rRNA. Researchers speculate that a decrease in the amount of rRNA may trigger the self-destruction (apoptosis) of certain cells involved in the development of facial bones and tissues. The abnormal cell death could lead to the specific problems with facial development found in Treacher Collins syndrome. However, it is unclear why the effects of a reduction in rRNA are limited to facial development.","Mutations in the TRPV4 gene cause Treacher Collins syndrome. The TRPV4 gene provides instructions for making a protein that is involved in transmitting electrical signals within cells, particularly those of sensory nerve endings (nerve endings that detect pain and temperature). This protein also plays an important role in the development of bones and other tissues during embryonic growth. Mutations in the TRPV4 gene prevent the production of any functional TRPV4 protein or result in the production of a nonfunctional version of this protein. A lack of TRPV4 protein impairs the transmission of electrical signals from sensory nerve endings to the brain. As a result, these nerves cannot relay information about touch, pressure, heat, and cold to the brain. Impaired signaling between sensory nerve endings and the brain leads to the loss of sensation in the face and hands. It is unclear how mutations in the TRPV4 gene lead to the characteristic facial abnormalities seen in people with Treacher Collins syndrome.",12.144883567000079
What to do for Whipple Disease ?,A person with Whipple disease and malabsorption may need - a diet high in calories and protein - vitamins - nutritional supplements,"- Whipple disease is a rare, chronic infection that affects the lining of the digestive tract. - The signs and symptoms of Whipple disease include abdominal pain, diarrhea, weight loss, fever, fatigue, and achy joints. - A diagnosis of Whipple disease may be suspected based on medical history, physical exam, and laboratory tests. - Treatment options for Whipple disease include antibiotics, surgery, or both.",5.182621932000075
What are the genetic changes related to coloboma ?,"Coloboma arises from abnormal development of the eye. During the second month of development before birth, a seam called the optic fissure (also known as the choroidal fissure or embryonic fissure) closes to form the structures of the eye. When the optic fissure does not close completely, the result is a coloboma. The location of the coloboma depends on the part of the optic fissure that failed to close. Coloboma may be caused by changes in many genes involved in the early development of the eye, most of which have not been identified. The condition may also result from a chromosomal abnormality affecting one or more genes. Most genetic changes associated with coloboma have been identified only in very small numbers of affected individuals. The risk of coloboma may also be increased by environmental factors that affect early development, such as exposure to alcohol during pregnancy. In these cases, affected individuals usually have other health problems in addition to coloboma.","Mutations in several genes can cause coloboma. The most common of these is the FOXC2 gene, which provides instructions for making a protein that plays an important role in eye development. Mutations in this gene lead to the production of nonfunctional or abnormally folded proteins that cannot perform their normal functions. It is unclear how mutations in other genes cause coloboma.",4.796449203999941
How many people are affected by moyamoya disease ?,"Moyamoya disease was first identified in Japan, where it is most prevalent, affecting about 5 in 100,000 individuals. The condition is also relatively common in other Asian populations. It is ten times less common in Europe. In the United States, Asian Americans are four times more commonly affected than whites. For unknown reasons, moyamoya disease occurs twice as often in females as in males.",Moyamoya disease is a rare disorder; its prevalence is unknown.,1.0062115890000314
What are the treatments for Glycogen storage disease type 4 ?,"How might glycogen storage disease type 4 be treated? Management of glycogen storage disease type 4 typically focuses on the signs and symptoms that are present in each individual. Studies have show that in some cases, strict dietary therapy can help to maintain normal levels of glucose in the blood, reduce liver size, reduce symptoms, and allow for improved growth and development. Growing evidence indicates that a high-protein diet may improve muscle function in individuals with weakness or exercise intolerance and slow disease progression. Supportive care is typically needed for complications such as liver failure, heart failure, and neurologic dysfunction. Liver transplantation may be necessary for individuals with progressive liver disease. Individuals with cardiomyopathy may require the use of certain medications.","How might glycogen storage disease type 4 be treated? Treatment of glycogen storage disease type 4 (GSD4) is symptomatic and supportive. The goal of treatment is to prevent or minimize complications associated with GSD4, such as hypoglycemia, seizures, and liver failure. In some cases, a low-carbohydrate diet may help reduce symptoms in children who have severe hypoglycemia.",5.555074247999983
What is the outlook for Small Intestine Cancer ?,"Certain factors affect prognosis (chance of recovery) and treatment options.The prognosis (chance of recovery) and treatment options depend on the following: - The type of small intestine cancer. - Whether the cancer is in the inner lining of the small intestine only or has spread into or beyond the wall of the small intestine. - Whether the cancer has spread to other places in the body, such as the lymph nodes, liver, or peritoneum (tissue that lines the wall of the abdomen and covers most of the organs in the abdomen). - Whether the cancer can be completely removed by surgery. - Whether the cancer is newly diagnosed or has recurred.","Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following: - Whether cancer cells have spread within the small intestine or to other parts of the body. - The type of small intestine cancer, such as adenocarcinoma, carcinoid tumor, or lymphoma. - Where in the small intestine the cancer started. - How fast the cancer grows. - Whether the cancer has just been diagnosed or has recurred (come back). - Whether the cancer can be removed by surgery. - Whether the cancer has just been diagnosed or has recurred. - Whether the patient's age affects the chance of cure.",8.645499749999999
What causes Fecal Incontinence ?,"Fecal incontinence has many causes, including - diarrhea - constipation - muscle damage or weakness - nerve damage - loss of stretch in the rectum - childbirth by vaginal delivery - hemorrhoids and rectal prolapse - rectocele - inactivity Diarrhea Diarrhea can cause fecal incontinence. Loose stools fill the rectum quickly and are more difficult to hold than solid stools. Diarrhea increases the chance of not reaching a bathroom in time. Constipation Constipation can lead to large, hard stools that stretch the rectum and cause the internal sphincter muscles to relax by reflex. Watery stool builds up behind the hard stool and may leak out around the hard stool, leading to fecal incontinence. The type of constipation that is most likely to lead to fecal incontinence occurs when people are unable to relax their external sphincter and pelvic floor muscles when straining to have a bowel movement, often mistakenly squeezing these muscles instead of relaxing them. This squeezing makes it difficult to pass stool and may lead to a large amount of stool in the rectum. This type of constipation, called dyssynergic defecation or disordered defecation, is a result of faulty learning. For example, children or adults who have pain when having a bowel movement may unconsciously learn to squeeze their muscles to delay the bowel movement and avoid pain. Muscle Damage or Weakness Injury to one or both of the sphincter muscles can cause fecal incontinence. If these muscles, called the external and internal anal sphincter muscles, are damaged or weakened, they may not be strong enough to keep the anus closed and prevent stool from leaking. Trauma, childbirth injuries, cancer surgery, and hemorrhoid surgery are possible causes of injury to the sphincters. Hemorrhoids are swollen blood vessels in and around the anus and lower rectum. Nerve Damage The anal sphincter muscles wont open and close properly if the nerves that control them are damaged. Likewise, if the nerves that sense stool in the rectum are damaged, a person may not feel the urge to go to the bathroom. Both types of nerve damage can lead to fecal incontinence. Possible sources of nerve damage are childbirth; a long-term habit of straining to pass stool; spinal cord injury; and diseases, such as diabetes and multiple sclerosis, that affect the nerves that go to the sphincter muscles and rectum. Brain injuries from stroke, head trauma, or certain diseases can also cause fecal incontinence. Loss of Stretch in the Rectum Normally, the rectum stretches to hold stool until a person has a bowel movement. Rectal surgery, radiation treatment, and inflammatory bowel diseaseschronic disorders that cause irritation and sores on the lining of the digestive systemcan cause the rectal walls to become stiff. The rectum then cant stretch as much to hold stool, increasing the risk of fecal incontinence. Childbirth by Vaginal Delivery Childbirth sometimes causes injuries to muscles and nerves in the pelvic floor. The risk is greater if forceps are used to help deliver the baby or if an episiotomya cut in the vaginal area to prevent the babys head from tearing the vagina during birthis performed. Fecal incontinence related to childbirth can appear soon after delivery or many years later. Hemorrhoids and Rectal Prolapse External hemorrhoids, which develop under the skin around the anus, can prevent the anal sphincter muscles from closing completely. Rectal prolapse, a condition that causes the rectum to drop down through the anus, can also prevent the anal sphincter muscles from closing well enough to prevent leakage. Small amounts of mucus or liquid stool can then leak through the anus. Rectocele Rectocele is a condition that causes the rectum to protrude through the vagina. Rectocele can happen when the thin layer of muscles separating the rectum from the vagina becomes weak. For women with rectocele, straining to have a bowel movement may be less effective because rectocele reduces the amount of downward force through the anus. The result may be retention of stool in the rectum. More research is needed to be sure rectocele increases the risk of fecal incontinence. Inactivity People who are inactive, especially those who spend many hours a day sitting or lying down, have an increased risk of retaining a large amount of stool in the rectum. Liquid stool can then leak around the more solid stool. Frail, older adults are most likely to develop constipation-related fecal incontinence for this reason.","The most common cause of fecal incontinence is a problem with the muscles that control bowel movements. These muscles are called the anorectal (an-uh-rek-tuhl) muscles, or sphincters. The sphincters are located between the rectum and anus. They help keep stool inside the body until it's time to go potty. When the sphincters don't work properly, stool can leak out of the body. This is called fecal incontinence. Other Causes Besides problems with the sphincter muscles, other things can cause fecal incontinence: - Weakness in the pelvic floor muscles. The pelvic floor muscles support organs such as the bladder, uterus, and rectum. If these muscles weaken, they may not be able to hold stool in place. - Damage to nerves that control the sphincters. Nerves carry messages from the brain to the spinal cord and then to the sphincters. If nerve damage occurs, the sphincters might not respond correctly when you need to have a bowel movement. - Problems with the colon. The colon is part of the large intestine. It stores stool before it leaves the body. Sometimes the colon doesn't empty completely, which can lead to fecal incontin",15.860677408000015
How many people are affected by hypochondrogenesis ?,"Hypochondrogenesis and achondrogenesis, type 2 (a similar skeletal disorder) together affect 1 in 40,000 to 60,000 newborns.",Hypochondrogenesis is a rare disorder; its prevalence is unknown.,0.9979300649999914
What is (are) Alzheimer's Disease ?,"Dementia is a loss of thinking, remembering, and reasoning skills that interferes with a persons daily life and activities. Alzheimers disease is the most common cause of dementia among older people. Dementia ranges in severity from the mild stage, when it is just beginning to affect a persons functioning, to the severe stage, when the person must depend completely on others for care.","Alzheimer's disease is a type of dementia. Dementia means that you have problems with memory, thinking, and behavior. It usually gets worse over time. The most common symptoms are - Memory loss - Trouble doing daily activities like paying bills or taking medicine - Confusion about the time or place - Problems with language - Mood changes - Trouble handling money or making decisions - Trouble walking, judging distance, or seeing things clearly - Trouble learning new information or learning how to use familiar objects - Trouble controlling emotions or physical movements You may also have other health problems as your dementia worsens. These include infections, bedsores, urinary tract infections, and pneumonia. Alzheimer's disease causes 60 to 85 percent of cases of dementia in people age 65 and older. It can affect anyone at any age. There is no cure for Alzheimer's disease. But there are medicines that can help slow its progress. NIH: National Institute on Aging",11.862683939000021
Who is at risk for Endometrial Cancer? ?,"Key Points - Avoiding risk factors and increasing protective factors may help prevent cancer. - The following risk factors increase the risk of endometrial cancer: - Endometrial hyperplasia - Estrogen - Tamoxifen - Obesity, weight gain, metabolic syndrome, and diabetes - Genetic factors - The following protective factors decrease the risk of endometrial cancer: - Pregnancy and breast-feeding - Combination oral contraceptives - Physical activity - Cigarette smoking - It is not known if the following factors affect the risk of endometrial cancer: - Weight loss - Fruits, vegetables, and vitamins - Cancer prevention clinical trials are used to study ways to prevent cancer. - New ways to prevent endometrial cancer are being studied in clinical trials. Avoiding risk factors and increasing protective factors may help prevent cancer. Avoiding cancer risk factors may help prevent certain cancers. Risk factors include smoking, being overweight, and not getting enough exercise. Increasing protective factors such as quitting smoking and exercising may also help prevent some cancers. Talk to your doctor or other health care professional about how you might lower your risk of cancer. The following risk factors increase the risk of endometrial cancer: Endometrial hyperplasia Endometrial hyperplasia is an abnormal thickening of the endometrium (lining of the uterus). It is not cancer, but in some cases, it may lead to endometrial cancer. Estrogen Estrogen is a hormone made by the body. It helps the body develop and maintain female sex characteristics. Estrogen can affect the growth of some cancers, including endometrial cancer. A woman's risk of developing endometrial cancer is increased by being exposed to estrogen in the following ways: - Estrogen-only hormone replacement therapy: Estrogen may be given to replace the estrogen no longer produced by the ovaries in postmenopausal women or women whose ovaries have been removed. This is called hormone replacement therapy (HRT), or hormone therapy (HT). The use of HRT that contains only estrogen increases the risk of endometrial cancer and endometrial hyperplasia. For this reason, estrogen therapy alone is usually prescribed only for women who do not have a uterus. HRT that contains only estrogen also increases the risk of stroke and blood clots. When estrogen is combined with progestin (another hormone), it is called combination estrogen-progestin replacement therapy. For postmenopausal women, taking estrogen in combination with progestin does not increase the risk of endometrial cancer, but it does increase the risk of breast cancer. (See the Breast Cancer Prevention summary for more information.) - Early menstruation: Beginning to have menstrual periods at an early age increases the number of years the body is exposed to estrogen and increases a woman's risk of endometrial cancer. - Late menopause: Women who reach menopause at an older age are exposed to estrogen for a longer time and have an increased risk of endometrial cancer. - Never being pregnant: Because estrogen levels are lower during pregnancy, women who have never been pregnant are exposed to estrogen for a longer time than women who have been pregnant. This increases the risk of endometrial cancer. Tamoxifen Tamoxifen is one of a group of drugs called selective estrogen receptor modulators, or SERMs. Tamoxifen acts like estrogen on some tissues in the body, such as the uterus, but blocks the effects of estrogen on other tissues, such as the breast. Tamoxifen is used to prevent breast cancer in women who are at high risk for the disease. However, using tamoxifen for more than 2 years increases the risk of endometrial cancer. This risk is greater in postmenopausal women. Raloxifene is a SERM that is used to prevent bone weakness in postmenopausal women. However, it does not have estrogen-like effects on the uterus and has not been shown to increase the risk of endometrial cancer. Obesity, weight gain, metabolic syndrome, and diabetes Obesity, gaining weight as an adult, or having metabolic syndrome increases the risk of endometrial cancer. Obesity is related to other risk factors such as high estrogen levels, having extra fat around the waist, polycystic ovary syndrome, and lack of physical activity. Having metabolic syndrome increases the risk of endometrial cancer. Metabolic syndrome is a condition that includes extra fat around the waist, high blood sugar, high blood pressure, and high levels of triglycerides (a type of fat) in the blood. Genetic factors Hereditary nonpolyposis colon cancer (HNPCC) syndrome (also known as Lynch Syndrome) is an inherited disorder caused by changes in certain genes. Women who have HNPCC syndrome have a much higher risk of developing endometrial cancer than women who do not have HNPCC syndrome. Polycystic ovary syndrome (a disorder of the hormones made by the ovaries), and Cowden syndrome are inherited conditions that are linked to an increased risk of endometrial cancer. Women with a family history of endometrial cancer in a first-degree relative (mother, sister, or daughter) are also at increased risk of endometrial cancer. It is not known if the following factors affect the risk of endometrial cancer: Weight loss It is not known if losing weight decreases the risk of endometrial cancer. Fruits, vegetables, and vitamins A diet that includes, fruits, vegetables, phytoestrogen, soy, and vitamin D has not been found to affect the risk of endometrial cancer. Taking multivitamins has little or no effect on the risk of common cancers, including endometrial cancer.",Certain factors increase the risk of endometrial cancer. These include - being older than 50 years when diagnosed with endometrial cancer - having a uterus and never giving birth - having high blood levels of estrogen (a female hormone) or progesterone (another female hormone) - having diabetes - having polycystic ovary syndrome (PCOS) - having breast cancer - having endometriosis - having certain types of uterine fibroids - having a history of endometrial hyperplasia - having a family history of endometrial cancer - taking estrogen alone without progesterone - not using estrogen replacement therapy (ERT),8.196242610000013
What is (are) Mntriers Disease ?,"Mntriers disease causes the ridges along the inside of the stomach wallcalled rugaeto enlarge, forming giant folds in the stomach lining. The rugae enlarge because of an overgrowth of mucous cells in the stomach wall. In a normal stomach, mucous cells in the rugae release protein-containing mucus. The mucous cells in enlarged rugae release too much mucus, causing proteins to leak from the blood into the stomach. This shortage of protein in the blood is known as hypoproteinemia. Mntriers disease also reduces the number of acid-producing cells in the stomach, which decreases stomach acid. Mntriers disease is also called Mntrier disease or hypoproteinemic hypertrophic gastropathy.","Mntrier's disease, also known as mucous cysts of the esophagus, is a rare condition that causes abnormal growths in the lower part of the esophagus. The growths are made up of mucus and other substances from the lining of the esophagus. They can be found anywhere along the length of the esophagus but most often occur at the junction between the esophagus and stomach. Symptoms may include difficulty swallowing or choking on food; pain when swallowing; heartburn; regurgitation of undigested food; and weight loss. In some cases, no symptoms are present. Mntrier's disease usually occurs after age 60. It is more common in women than men.",9.309210431999986
Do you have information about Bowel Movement,"Summary : A bowel movement is the last stop in the movement of food through your digestive tract. Your stool passes out of your body through the rectum and anus. Another name for stool is feces. It is made of what is left after your digestive system (stomach, small intestine, and colon) absorbs nutrients and fluids from what you eat and drink. Sometimes a bowel movement isn't normal. Diarrhea happens when stool passes through the large intestine too quickly. Constipation occurs when stool passes through the large intestine too slowly. Bowel incontinence is a problem controlling your bowel movements. Other abnormalities with bowel movements may be a sign of a digestive problem. NIH: National Institute of Diabetes and Digestive and Kidney Diseases","Summary : Your bowel movements are the result of a complex process. The digestive tract is made up of your mouth, esophagus, stomach and intestines. Food moves through these organs in a series of muscular contractions called peristalsis. When food reaches the large intestine, it becomes solid as water is absorbed into the body. The colon also contains bacteria that help break down some foods. As the stool moves from the colon to the rectum, it gets smaller and drier. Finally, when you go to the bathroom, the muscles in the rectum contract and push the stool out of the body.",7.765706073999922
What causes Hereditary fructose intolerance ?,"What causes hereditary fructose intolerance (HFI)? HFI is caused by alterations (mutations) in the ALDOB gene. This gene provides instructions for making an enzyme called aldolase B. This enzyme is primarily found in the liver and is involved in the breakdown of fructose into energy. Mutations in the ALDOB gene reduce the function of the enzyme, impairing its ability to metabolize fructose. This causes a toxic buildup of fructose-1-phosphate in liver cells, which results in the death of liver cells over time.","What causes hereditary fructose intolerance? Hereditary fructose intolerance is caused by a deficiency of the enzyme aldolase B. This enzyme normally breaks down fructose into glucose and glycogen, which are then used for energy in cells throughout the body. In people with this condition, however, there is not enough aldolase B to break down fructose properly. As a result, fructose builds up in the blood and liver, causing symptoms of the disorder.",5.827900516
How many people are affected by hypochondroplasia ?,"The incidence of hypochondroplasia is unknown. Researchers believe that it may be about as common as achondroplasia, which occurs in 1 in 15,000 to 40,000 newborns. More than 200 people worldwide have been diagnosed with hypochondroplasia.",Hypochondroplasia is a rare condition; its prevalence is unknown.,1.0511747249998962
What is (are) Lafora disease ?,"Lafora disease is an inherited, severe form of progressive myoclonus epilepsy. The condition most commonly begins with epileptic seizures in late childhood or adolescence. Other signs and symptoms include difficulty walking, muscle spasms (myoclonus) and dementia. Affected people also experience rapid cognitive deterioration that begins around the same time as the seizures. The condition is often fatal within 10 years of onset. Most cases are caused by changes (mutations) in either the EPM2A gene or the NHLRC1 gene and are inherited in an autosomal recessive manner. Treatment is based on the signs and symptoms present in each person.","Lafora disease is a rare disorder characterized by seizures, progressive muscle weakness and wasting of the muscles used for movement (spasticity), and loss of vision. The signs and symptoms usually begin in childhood or adolescence. People with this condition have an abnormal accumulation of sugar molecules called glycogen within cells that are found throughout the body. This accumulation causes damage to many organs including the brain, heart, kidneys, liver, and eyes. In addition, people with Lafora disease may develop blood clots in their veins and arteries, which can lead to stroke, heart attack, and other serious health problems.",7.620972141000038
what research (or clinical trials) is being done for Ovarian Germ Cell Tumors ?,"New types of treatment are being tested in clinical trials. This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website. High-dose chemotherapy with bone marrow transplant High-dose chemotherapy with bone marrow transplant is a method of giving very high doses of chemotherapy and replacing blood -forming cells destroyed by the cancer treatment. Stem cells (immature blood cells) are removed from the bone marrow of the patient or a donor and are frozen and stored. After the chemotherapy is completed, the stored stem cells are thawed and given back to the patient through an infusion. These reinfused stem cells grow into (and restore) the bodys blood cells. New treatment options Combination chemotherapy (the use of more than one anticancer drug) is being tested in clinical trials. Patients may want to think about taking part in a clinical trial. For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment. Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment. Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward. Patients can enter clinical trials before, during, or after starting their cancer treatment. Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment. Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials.","New types of treatment are being tested in clinical trials. Information about clinical trials is available from the NCI website. Patients may want to think about taking part in a clinical trial. For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment. Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment. Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward. Patients can enter clinical trials before, during, or after starting their cancer treatment. Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment. Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for",15.93515327
What is (are) Loin pain hematuria syndrome ?,"Loin pain hematuria syndrome (LPHS) is a condition that is characterized by persistent or recurrent loin pain and hematuria (blood in the urine). Other signs and symptoms include nausea and vomiting; a low-grade fever (up to 101F); and/or dysuria during episodes of pain. The exact underlying cause of LPHS is currently unknown; however, scientists suspect that it may be due to abnormalities of the glomerular basement membranes (the tissues in the kidney that filter blood); bleeding disorders; or crystal and/or stone formation in the kidneys. Treatment is symptomatic and usually consists of pain management.","Loin pain hematuria syndrome is a rare condition characterized by recurrent episodes of loin pain and microscopic blood in the urine. The cause of this disorder is unknown, but it may be related to an abnormality in the kidneys or urinary tract.",3.086663953000084
What to do for What I need to know about Hepatitis B ?,"- Hepatitis B is a virus, or infection, that causes liver disease and inflammation of the liver. - Anyone can get hepatitis B, but some people are more likely to than others. - You could get hepatitis B through contact with an infected persons blood, semen, or other body fluid. - Most people do not have any symptoms of hepatitis B. Adults and children ages 5 and older may have symptoms. - See a doctor right away if you or a child in your care has symptoms of hepatitis B. - Acute hepatitis B is a short-term infection with the hepatitis B virus. - Chronic hepatitis B is a long-lasting infection with the hepatitis B virus. Chronic hepatitis B occurs when the body cant get rid of the hepatitis B virus. - Children, especially infants, are more likely to get chronic hepatitis B. - A blood test will show if you have hepatitis B. - If you are at higher risk of getting hepatitis B, get tested. If you are pregnant, you should also get tested. - Many people with hepatitis B do not know they are infected. Early diagnosis and treatment can help prevent liver damage. - Hepatitis B is usually not treated unless it becomes chronic. Chronic hepatitis B is treated with medicines that slow or stop the virus from damaging the liver. - You can avoid getting hepatitis B by receiving the hepatitis B vaccine. - Tell your doctor and your dentist if you have hepatitis B. - If you are pregnant and have hepatitis B, tell the doctor and staff who deliver your baby. - See your doctor right away if you think you have been in contact with the hepatitis B virus.","- Hepatitis B is a disease of the liver. - The hepatitis B virus (HBV) causes inflammation in the liver, which can lead to serious health problems and even death. - You cannot get HBV from food or water. - People who have had HBV infection are at risk for chronic infection. - Chronic HBV infection may be lifelong. - If you have chronic HBV infection, your doctor will monitor you regularly. - There are vaccines that protect against HBV infection. - If you think you were exposed to HBV, talk with your doctor right away. - If you have chronic HBV infection, there are medicines that can help control it.",8.502317250999909
How many people are affected by Opitz G/BBB syndrome ?,"X-linked Opitz G/BBB syndrome is thought to affect 1 in 10,000 to 50,000 males, although it is likely that this condition is underdiagnosed. The incidence of autosomal dominant Opitz G/BBB syndrome is unknown. It is part of a larger condition known as 22q11.2 deletion syndrome, which is estimated to affect 1 in 4,000 people.",Opitz G/BBB syndrome is a rare condition; its prevalence is unknown.,1.1272316270000147
How many people are affected by hereditary spherocytosis ?,"Hereditary spherocytosis occurs in 1 in 2,000 individuals of Northern European ancestry. This condition is the most common cause of inherited anemia in that population. The prevalence of hereditary spherocytosis in people of other ethnic backgrounds is unknown, but it is much less common.","Hereditary spherocytosis is a common condition. It occurs in about 1 in 20,000 to 30,000 newborns worldwide.",2.408793130000049
What are the symptoms of Skin Cancer ?,"Early Detection is Important When skin cancer is found early, it is more likely to be treated successfully. Therefore, it is important to know how to recognize the signs of skin cancer in order to improve the chances of early diagnosis. Most non-melanoma skin cancers (basal cell carcinoma and squamous cell carcinoma) can be cured if found and treated early. Skin Changes A change on the skin is the most common sign of skin cancer. This may be a new growth, a sore that doesn't heal, or a change in an old growth. Not all skin cancers look the same. Sometimes skin cancer is painful, but usually it is not. Checking your skin for new growths or other changes is a good idea. Keep in mind that changes are not a sure sign of skin cancer. Still, you should report any changes to your health care provider right away. You may need to see a dermatologist, a doctor who has special training in the diagnosis and treatment of skin problems. A Mole That is Bleeding Also see a doctor if a mole is bleeding or if more moles appear around the first one. Most of the time, these signs are not cancer. Sometimes, it is not even a mole. Still, it is important to check with a doctor so that any problems can be diagnosed and treated as early as possible. Don't ignore your symptoms because you think they are not important or because you believe they are normal for your age. Signs of Melanoma Melanoma skin cancer is more difficult to treat, so it is important to check for signs and seek treatment as soon as possible. Use the following ABCDE rule to remember the symptoms of melanoma. See a doctor if you have a mole, birthmark, or other pigmented area of skin with A = Asymmetry. One half of the mole looks different than the other half. (top left image) B = Border. The edges are often ragged, notched, or blurred in outline. The pigment may spread into the surrounding skin. (top right image) C = Color. The mole is more than one color. Shades of black, brown, and tan may be present. Areas of white, gray, red, pink, or blue may also be seen.(bottom left image) D = Diameter.There is a change in size, usually an increase. Melanomas can be tiny, but most are larger than the size of a pea (larger than 6 millimeters or about 1/4 inch). (bottom right image) E = Evolving. The mole has changed over the past few weeks or months.","Signs and symptoms of skin cancer include a change in the size, shape, or color of an existing mole. Other signs and symptoms depend on the type of skin cancer: Basal cell carcinoma (BCC) - A pearly bump that bleeds easily. It may look like a flesh-colored patch with a waxy appearance. Squamous cell carcinoma (SCC) - A red, scaly patch of skin that looks like a crusty wart. Melanoma - A dark spot that is larger than 6 millimeters across; it may be irregularly shaped, have an uneven border, or have multiple colors.",7.8901675260000275
What are the symptoms of Urinary Tract Infections ?,"Symptoms of a UTI in the bladder may include - cloudy, bloody, or foul-smelling urine - pain or burning during urination - strong and frequent need to urinate, even right after emptying the bladder - a mild fever below 101 degrees Fahrenheit in some people. cloudy, bloody, or foul-smelling urine pain or burning during urination strong and frequent need to urinate, even right after emptying the bladder a mild fever below 101 degrees Fahrenheit in some people. If the UTI spreads to the kidneys, symptoms may include - chills and shaking - night sweats - feeling tired or generally ill - fever above 101 degrees Fahrenheit - pain in the side, back, or groin - flushed, warm, or reddened skin - mental changes or confusion - nausea and vomiting - very bad abdominal pain in some people. chills and shaking night sweats feeling tired or generally ill fever above 101 degrees Fahrenheit pain in the side, back, or groin flushed, warm, or reddened skin mental changes or confusion nausea and vomiting very bad abdominal pain in some people. Symptoms may differ depending on age, gender, and catheter use. In some elderly people, mental changes and confusion may be the only signs of a UTI. Older women and men with a UTI are more likely to be tired, shaky, and weak. They are also more likely to have muscle aches and abdominal pain. In a person with a catheter, the only symptom may be fever that does not have another likely cause. Learn more about the signs and symptoms of urinary tract infections in adults.","Urinary tract infections (UTIs) can cause many different signs and symptoms. The most common symptom is a burning feeling when you urinate or pain in your bladder area. You may also have - cloudy, foul-smelling urine - blood in your urine - frequent urges to urinate - painful sex - fever - chills - nausea - vomiting - loss of appetite - back or side pain",4.932304314999897
