instruction,reference,prediction,latency_sec
What is (are) Mntriers Disease ?,"Mntriers disease causes the ridges along the inside of the stomach wallcalled rugaeto enlarge, forming giant folds in the stomach lining. The rugae enlarge because of an overgrowth of mucous cells in the stomach wall. In a normal stomach, mucous cells in the rugae release protein-containing mucus. The mucous cells in enlarged rugae release too much mucus, causing proteins to leak from the blood into the stomach. This shortage of protein in the blood is known as hypoproteinemia. Mntriers disease also reduces the number of acid-producing cells in the stomach, which decreases stomach acid. Mntriers disease is also called Mntrier disease or hypoproteinemic hypertrophic gastropathy.","Mntriers disease, also known as mucopolysaccharidosis type I, is a genetic disorder that affects the body's ability to break down certain complex carbohydrates called glycosaminoglycans. These molecules are found in many tissues and organs of the body, including the joints, bones, heart, liver, lungs, eyes, and skin. The buildup of these molecules causes progressive damage to affected tissues and organs. Symptoms usually begin between ages 3 and 10 years. They include joint pain and stiffness; short stature; enlarged liver and spleen; rough, thickened skin; hearing loss; vision problems; and respiratory problems. There is no cure for Mntriers disease. Treatment focuses on relieving symptoms and preventing complications.",8.498952042999008
Do you have information about Bowel Movement,"Summary : A bowel movement is the last stop in the movement of food through your digestive tract. Your stool passes out of your body through the rectum and anus. Another name for stool is feces. It is made of what is left after your digestive system (stomach, small intestine, and colon) absorbs nutrients and fluids from what you eat and drink. Sometimes a bowel movement isn't normal. Diarrhea happens when stool passes through the large intestine too quickly. Constipation occurs when stool passes through the large intestine too slowly. Bowel incontinence is a problem controlling your bowel movements. Other abnormalities with bowel movements may be a sign of a digestive problem. NIH: National Institute of Diabetes and Digestive and Kidney Diseases","Summary : The large intestine, also called the colon, is part of your digestive system. It's a long tube that connects your small intestine to your rectum and anus. Your stool moves through it from top to bottom. The first part of the colon - the cecum - receives food residue after digestion in the small intestine. As the stool passes through the cecum, water and some electrolytes are absorbed into the body. The remaining waste material then enters the descending colon. From there, the stool travels up the ascending colon to the transverse colon. Then it goes down the sigmoid colon before entering the rectum. When you're ready to defecate, the muscles in the rectum contract and push the stool out of the body through the anus.",8.749763591998999
What causes Hereditary fructose intolerance ?,"What causes hereditary fructose intolerance (HFI)? HFI is caused by alterations (mutations) in the ALDOB gene. This gene provides instructions for making an enzyme called aldolase B. This enzyme is primarily found in the liver and is involved in the breakdown of fructose into energy. Mutations in the ALDOB gene reduce the function of the enzyme, impairing its ability to metabolize fructose. This causes a toxic buildup of fructose-1-phosphate in liver cells, which results in the death of liver cells over time.","What causes hereditary fructose intolerance? Hereditary fructose intolerance (HFI) is caused by a deficiency of the enzyme aldolase B. Aldolase B is an enzyme that breaks down glucose and fructose into pyruvate, which can be used for energy production in cells. In people with HFI, this process does not occur properly because they lack the enzyme to break down these sugars. As a result, the body cannot use them for energy, leading to symptoms of the condition.",5.820411304999652
How many people are affected by hypochondroplasia ?,"The incidence of hypochondroplasia is unknown. Researchers believe that it may be about as common as achondroplasia, which occurs in 1 in 15,000 to 40,000 newborns. More than 200 people worldwide have been diagnosed with hypochondroplasia.","The prevalence of hypochondroplasia is unknown. It has been estimated to occur in 1 in 50,000 newborns worldwide.",1.8637422749998223
What is (are) Lafora disease ?,"Lafora disease is an inherited, severe form of progressive myoclonus epilepsy. The condition most commonly begins with epileptic seizures in late childhood or adolescence. Other signs and symptoms include difficulty walking, muscle spasms (myoclonus) and dementia. Affected people also experience rapid cognitive deterioration that begins around the same time as the seizures. The condition is often fatal within 10 years of onset. Most cases are caused by changes (mutations) in either the EPM2A gene or the NHLRC1 gene and are inherited in an autosomal recessive manner. Treatment is based on the signs and symptoms present in each person.","Lafora disease is a disorder that affects the nervous system and other organs. The signs and symptoms of this condition vary widely among affected individuals, even within families. Most people with Lafora disease have seizures in early childhood; these may be simple or complex partial seizures, which can include staring spells, involuntary jerking movements, or loss of consciousness. Some people with Lafora disease also develop progressive muscle weakness and wasting (dystonia), difficulty walking (gait disturbance), and problems with coordination (ataxia). Other features of this condition include vision impairment, blindness, kidney failure, heart abnormalities, liver dysfunction, and diabetes mellitus. In some cases, individuals with Lafora disease do not have any of these signs and symptoms. Researchers believe that most people with Lafora disease are born without the characteristic brain changes seen in the disorder. These changes typically begin to appear during adolescence or adulthood.",10.415425686000162
what research (or clinical trials) is being done for Ovarian Germ Cell Tumors ?,"New types of treatment are being tested in clinical trials. This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website. High-dose chemotherapy with bone marrow transplant High-dose chemotherapy with bone marrow transplant is a method of giving very high doses of chemotherapy and replacing blood -forming cells destroyed by the cancer treatment. Stem cells (immature blood cells) are removed from the bone marrow of the patient or a donor and are frozen and stored. After the chemotherapy is completed, the stored stem cells are thawed and given back to the patient through an infusion. These reinfused stem cells grow into (and restore) the bodys blood cells. New treatment options Combination chemotherapy (the use of more than one anticancer drug) is being tested in clinical trials. Patients may want to think about taking part in a clinical trial. For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment. Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment. Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward. Patients can enter clinical trials before, during, or after starting their cancer treatment. Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment. Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials.","The National Cancer Institute's Surveillance, Epidemiology, and End Results Program maintains a database of cancer incidence rates in the United States. This information can be used to determine trends in ovarian germ cell tumors over time.",2.402079991001301
What is (are) Loin pain hematuria syndrome ?,"Loin pain hematuria syndrome (LPHS) is a condition that is characterized by persistent or recurrent loin pain and hematuria (blood in the urine). Other signs and symptoms include nausea and vomiting; a low-grade fever (up to 101F); and/or dysuria during episodes of pain. The exact underlying cause of LPHS is currently unknown; however, scientists suspect that it may be due to abnormalities of the glomerular basement membranes (the tissues in the kidney that filter blood); bleeding disorders; or crystal and/or stone formation in the kidneys. Treatment is symptomatic and usually consists of pain management.","Loin pain hematuria syndrome is a condition characterized by recurrent episodes of loin pain and blood in the urine. The exact cause of this disorder is unknown, although it has been suggested that it may be related to an abnormality in the kidneys or urinary tract. In some cases, the condition appears to run in families; however, most people with loin pain hematuria syndrome do not have any family history of the disorder.",4.884237095000572
What to do for What I need to know about Hepatitis B ?,"- Hepatitis B is a virus, or infection, that causes liver disease and inflammation of the liver. - Anyone can get hepatitis B, but some people are more likely to than others. - You could get hepatitis B through contact with an infected persons blood, semen, or other body fluid. - Most people do not have any symptoms of hepatitis B. Adults and children ages 5 and older may have symptoms. - See a doctor right away if you or a child in your care has symptoms of hepatitis B. - Acute hepatitis B is a short-term infection with the hepatitis B virus. - Chronic hepatitis B is a long-lasting infection with the hepatitis B virus. Chronic hepatitis B occurs when the body cant get rid of the hepatitis B virus. - Children, especially infants, are more likely to get chronic hepatitis B. - A blood test will show if you have hepatitis B. - If you are at higher risk of getting hepatitis B, get tested. If you are pregnant, you should also get tested. - Many people with hepatitis B do not know they are infected. Early diagnosis and treatment can help prevent liver damage. - Hepatitis B is usually not treated unless it becomes chronic. Chronic hepatitis B is treated with medicines that slow or stop the virus from damaging the liver. - You can avoid getting hepatitis B by receiving the hepatitis B vaccine. - Tell your doctor and your dentist if you have hepatitis B. - If you are pregnant and have hepatitis B, tell the doctor and staff who deliver your baby. - See your doctor right away if you think you have been in contact with the hepatitis B virus.","- Hepatitis B is a disease of the liver. - The hepatitis B virus (HBV) causes hepatitis B infection. - HBV can be passed from mother to child at birth or through sexual contact, sharing needles and other blood products with an infected person. - People who have had hepatitis B are more likely to develop chronic hepatitis B than those who have not been exposed to the virus. - Chronic hepatitis B may lead to cirrhosis, liver cancer, or liver failure. - There are two types of hepatitis B: acute and chronic. - Acute hepatitis B occurs when you get the hepatitis B virus for the first time. - Chronic hepatitis B lasts longer than six months. - You cannot catch hepatitis B from casual contact such as hugging, shaking hands, coughing, sneezing, or eating together with someone who has hepatitis B. - If you think you might have hepatitis B, see your health care provider right away. - Your health care provider will diagnose you by taking a sample of your blood. - Treatment depends on whether you have acute or chronic hepatitis B. - Vaccines are available to prevent hepatitis B in people who have not yet been infected. - If you have chronic hepatitis B, treatment may include medicines that help control the virus and reduce",14.400197491000654
How many people are affected by Opitz G/BBB syndrome ?,"X-linked Opitz G/BBB syndrome is thought to affect 1 in 10,000 to 50,000 males, although it is likely that this condition is underdiagnosed. The incidence of autosomal dominant Opitz G/BBB syndrome is unknown. It is part of a larger condition known as 22q11.2 deletion syndrome, which is estimated to affect 1 in 4,000 people.",The prevalence of Opitz G/BBB syndrome is unknown. Approximately 100 cases have been reported in the medical literature.,1.5884096010013309
How many people are affected by hereditary spherocytosis ?,"Hereditary spherocytosis occurs in 1 in 2,000 individuals of Northern European ancestry. This condition is the most common cause of inherited anemia in that population. The prevalence of hereditary spherocytosis in people of other ethnic backgrounds is unknown, but it is much less common.",Hereditary spherocytosis is a rare disorder; its exact prevalence is unknown.,1.057489099999657
What are the symptoms of Skin Cancer ?,"Early Detection is Important When skin cancer is found early, it is more likely to be treated successfully. Therefore, it is important to know how to recognize the signs of skin cancer in order to improve the chances of early diagnosis. Most non-melanoma skin cancers (basal cell carcinoma and squamous cell carcinoma) can be cured if found and treated early. Skin Changes A change on the skin is the most common sign of skin cancer. This may be a new growth, a sore that doesn't heal, or a change in an old growth. Not all skin cancers look the same. Sometimes skin cancer is painful, but usually it is not. Checking your skin for new growths or other changes is a good idea. Keep in mind that changes are not a sure sign of skin cancer. Still, you should report any changes to your health care provider right away. You may need to see a dermatologist, a doctor who has special training in the diagnosis and treatment of skin problems. A Mole That is Bleeding Also see a doctor if a mole is bleeding or if more moles appear around the first one. Most of the time, these signs are not cancer. Sometimes, it is not even a mole. Still, it is important to check with a doctor so that any problems can be diagnosed and treated as early as possible. Don't ignore your symptoms because you think they are not important or because you believe they are normal for your age. Signs of Melanoma Melanoma skin cancer is more difficult to treat, so it is important to check for signs and seek treatment as soon as possible. Use the following ABCDE rule to remember the symptoms of melanoma. See a doctor if you have a mole, birthmark, or other pigmented area of skin with A = Asymmetry. One half of the mole looks different than the other half. (top left image) B = Border. The edges are often ragged, notched, or blurred in outline. The pigment may spread into the surrounding skin. (top right image) C = Color. The mole is more than one color. Shades of black, brown, and tan may be present. Areas of white, gray, red, pink, or blue may also be seen.(bottom left image) D = Diameter.There is a change in size, usually an increase. Melanomas can be tiny, but most are larger than the size of a pea (larger than 6 millimeters or about 1/4 inch). (bottom right image) E = Evolving. The mole has changed over the past few weeks or months.","Skin cancer can be detected early and treated successfully. The most common type of skin cancer is basal cell carcinoma (BCC). Basal cell carcinomas usually appear as a small, flesh-colored or pearly bump on sun-exposed areas such as the face, neck, ears, scalp, back of hands, and arms. They may also occur in other parts of the body. Basal cell carcinomas rarely spread to other parts of the body. If left untreated, they may grow large enough to damage surrounding tissues or even invade nearby structures. Basal cell carcinomas often do not cause pain. However, if they grow large enough to press against nerves, blood vessels, or tendons, they may cause discomfort. Basal cell carcinomas are almost always curable with surgery. Other types of skin cancers include squamous cell carcinoma (SCC), melanoma, and Kaposi sarcoma. These cancers develop from different kinds of cells than basal cell carcinomas. Squamous cell carcinomas usually appear as scaly patches or sores that don't heal. They may itch, bleed, or form crusts. Squamous cell carcinomas are more likely to spread to lymph nodes and distant organs than basal cell carcinomas. Melanoma is a fast-growing cancer that",14.470119026000248
What are the symptoms of Urinary Tract Infections ?,"Symptoms of a UTI in the bladder may include - cloudy, bloody, or foul-smelling urine - pain or burning during urination - strong and frequent need to urinate, even right after emptying the bladder - a mild fever below 101 degrees Fahrenheit in some people. cloudy, bloody, or foul-smelling urine pain or burning during urination strong and frequent need to urinate, even right after emptying the bladder a mild fever below 101 degrees Fahrenheit in some people. If the UTI spreads to the kidneys, symptoms may include - chills and shaking - night sweats - feeling tired or generally ill - fever above 101 degrees Fahrenheit - pain in the side, back, or groin - flushed, warm, or reddened skin - mental changes or confusion - nausea and vomiting - very bad abdominal pain in some people. chills and shaking night sweats feeling tired or generally ill fever above 101 degrees Fahrenheit pain in the side, back, or groin flushed, warm, or reddened skin mental changes or confusion nausea and vomiting very bad abdominal pain in some people. Symptoms may differ depending on age, gender, and catheter use. In some elderly people, mental changes and confusion may be the only signs of a UTI. Older women and men with a UTI are more likely to be tired, shaky, and weak. They are also more likely to have muscle aches and abdominal pain. In a person with a catheter, the only symptom may be fever that does not have another likely cause. Learn more about the signs and symptoms of urinary tract infections in adults.","Urinary tract infections (UTIs) can affect any part of the urinary system. The most common UTI is a bladder infection, which affects only the bladder and its connecting tubes. Bladder infections usually cause - Pain or burning during urination - A frequent urge to urinate - Blood in urine - Cloudy urine - Foul-smelling urine Bladder infections may spread from the bladder to the kidneys. Kidney infections occur when bacteria travel up the ureters, the tubes that connect the bladder to the kidneys. Kidney infections often cause fever, chills, back pain, nausea, vomiting, and fatigue. If left untreated, kidney infections can lead to permanent damage to the kidneys. Other types of UTIs include - Urethritis, an inflammation of the urethra - Prostatitis, an inflammation of the prostate gland - Cystitis, an inflammation of the bladder - Pelvic inflammatory disease, an infection of the female reproductive organs - Genitourinary tuberculosis, an infection caused by Mycobacterium tuberculosis, the same bacterium that causes TB in other parts of the body",12.47779845399964
What are the symptoms of Tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities ?,"What are the signs and symptoms of Tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities? The Human Phenotype Ontology provides the following list of signs and symptoms for Tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of metabolism/homeostasis - Absent lacrimal punctum - Autosomal recessive inheritance - Bulbous nose - Constipation - Cryptorchidism - Downturned corners of mouth - Ectodermal dysplasia - High, narrow palate - Hypoplastic lacrimal duct - Hypotrichosis - Intellectual disability - Preauricular pit - Sacral dimple - Tetraamelia - Umbilical hernia - Upslanted palpebral fissure - Wide mouth - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities? The Human Phenotype Ontology provides the following list of signs and symptoms for Tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the eyelashes 90% Abnormality of the teeth 90% Aplasia/Hypoplasia of the iris 90% Cleft palate 90% Ectopic ureter 90% Lacrimation abnormality 90% Malrotation of intestines 90% Muscular hypotonia 90% Nystagmus 90% Optic nerve hypoplasia 90% Short stature 90% Strabismus 90% Ureteral atresia 90% Vertebral segmentation defect 90% Abnormality of the aortic valve 50% Ab",14.33389908099889
What is (are) Chronic Eosinophilic Leukemia ?,"Key Points - Chronic eosinophilic leukemia is a disease in which too many white blood cells (eosinophils) are made in the bone marrow. - Signs and symptoms of chronic eosinophilic leukemia include fever and feeling very tired. Chronic eosinophilic leukemia is a disease in which too many white blood cells (eosinophils) are made in the bone marrow. Eosinophils are white blood cells that react to allergens (substances that cause an allergic response) and help fight infections caused by certain parasites. In chronic eosinophilic leukemia, there are too many eosinophils in the blood, bone marrow, and other tissues. Chronic eosinophilic leukemia may stay the same for many years or it may progress quickly to acute leukemia.","Chronic eosinophilic leukemia (CEL) is a type of blood cancer that causes an overproduction and accumulation of eosinophils, which are white blood cells. The body normally has about 100,000 to 350,000 eosinophils per cubic millimeter of blood. In CEL, the number of eosinophils in the blood increases to more than 200,000 per cubic millimeter. Eosinophils help fight off parasites such as worms and other foreign invaders. They also play a role in allergic reactions and asthma.",7.085278366999773
What are the genetic changes related to actin-accumulation myopathy ?,"Actin-accumulation myopathy is caused by a mutation in the ACTA1 gene. This gene provides instructions for making a protein called skeletal alpha ()-actin, which is a member of the actin protein family found in skeletal muscles. Actin proteins are important for cell movement and the tensing of muscle fibers (muscle contraction). Thin filaments made up of actin molecules and thick filaments made up of another protein called myosin are the primary components of muscle fibers and are important for muscle contraction. Attachment (binding) and release of the overlapping thick and thin filaments allows them to move relative to each other so that the muscles can contract. ACTA1 gene mutations that cause actin-accumulation myopathy may affect the way the skeletal -actin protein binds to ATP. ATP is a molecule that supplies energy for cells' activities, and is important in the formation of thin filaments from individual actin molecules. Dysfunctional actin-ATP binding may result in abnormal thin filament formation and impair muscle contraction, leading to muscle weakness and the other signs and symptoms of actin-accumulation myopathy. In some people with actin-accumulation myopathy, no ACTA1 gene mutations have been identified. The cause of the disorder in these individuals is unknown.","Mutations in the ACTA1 gene cause actin-accumulation myopathy. The protein produced from this gene is a major component of muscle fibers called sarcomeres, which are the basic units of muscle contraction and relaxation. Sarcomeres contain actin filaments that interact with other proteins to generate force during muscle contractions. Mutations in the ACTA1 gene reduce or eliminate the amount of functional actin available for muscle contraction. As a result, muscles become stiff (hypotonia) and weak. In some cases, mutations in the ACTA1 gene prevent the production of any functional actin. Without enough functional actin, muscle cells cannot contract normally, resulting in muscle weakness.",7.967749579998781
What are the treatments for Ollier disease ?,"How might Ollier disease be treated? There is no specific medical treatment for Ollier disease. Surgery is indicated in cases where complications (pathological fractures, growth defect, malignant transformation) arise.","How might ollier disease be treated? There is no cure for Ollier disease. Treatment focuses on controlling symptoms and preventing complications. Surgery may be needed to remove tumors or other abnormalities that interfere with normal function of a joint, nerve, blood vessel, or organ. In some cases, surgery can also help prevent further bone growth in an affected area. Medications such as corticosteroids (e.g., prednisone) may be used to reduce pain and inflammation. Other medications may be prescribed to treat specific conditions associated with Ollier disease, including hyperparathyroidism, diabetes mellitus, hypertension, and/or osteoporosis.",7.616946656000437
What to do for Nutrition for Early Chronic Kidney Disease in Adults ?,"- Controlling blood glucose and blood pressure through healthy food choices is an important step toward slowing or stopping the progression of chronic kidney disease (CKD). - The kidneys remove wastes and extra water from the blood and make urine. - Millions of Americans are at risk for developing CKD because they have diabetes, high blood pressure, or both. - People with either type 1 or type 2 diabetes must choose foods carefully to control their blood glucose. Following a meal plan to keep blood glucose at a healthy level may prevent CKD from developing. - Controlling blood pressure through healthy food choices and regular physical activity can delay or prevent the development of CKD. People with CKD should try to keep their blood pressure below 140/90 mmHg. - Medical nutrition therapy (MNT) is the use of counseling by a registered dietitian to help promote a medical or health goal. - Dietitians who specialize in helping people with CKD are called renal dietitians. - Learning how to read and understand lab reports lets a person see how different foods can affect the kidneys. Patients can ask their doctor for copies of their lab reports and ask to have them explained, noting any results out of the normal range.","- CKD is a progressive disease that gets worse over time. - The goal of nutrition therapy for people with CKD is to maintain normal body weight and prevent malnutrition, which can lead to complications such as infections, anemia, or heart failure. - A registered dietitian (RD) can help you plan meals that are nutritious and meet your nutritional needs. - People who have CKD should eat foods high in protein, potassium, phosphorus, calcium, and vitamin D. - Foods low in protein, potassium, phosphorus, calcium, and vitamin D include fruits, vegetables, dairy products, meat, poultry, fish, eggs, nuts, seeds, oils, and sugar-sweetened beverages. - You may need to limit the amount of protein, potassium, phosphorus, calcium, and vitamin D in your diet if you have CKD stage 5 or kidney failure. - Your RD will recommend how much protein, potassium, phosphorus, calcium, and vitamin D you should consume each day based on your health status and other factors. - If you have CKD stage 3a, you may be able to eat more protein than recommended by your RD. - If you have CKD stage 4 or kidney failure, you must follow a special diet called",14.288343211999745
what research (or clinical trials) is being done for Ovarian Low Malignant Potential Tumors ?,"New types of treatment are being tested in clinical trials. Information about clinical trials is available from the NCI Web site. Patients may want to think about taking part in a clinical trial. For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the medical research process. Clinical trials are done to find out if new treatments are safe and effective or better than the standard treatment. Many of today's standard treatments for disease are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment. Patients who take part in clinical trials also help improve the way diseases will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward. Patients can enter clinical trials before, during, or after starting their treatment. Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose disease has not gotten better. There are also clinical trials that test new ways to stop a disease from recurring (coming back) or reduce the side effects of treatment. Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's clinical trials database.","The NCI's Division of Cancer Control and Population Sciences supports a number of studies on ovarian cancer, including the Ovarian Cancer Prevention Trial. The goal of this trial was to determine whether oral contraceptives can reduce the risk of ovarian cancer in women who have had one or both tubes removed. The study found that taking birth control pills did not lower the risk of ovarian cancer. However, it did find that taking estrogen alone reduced the risk of ovarian cancer by 40 percent. This finding has led to new guidelines about how long women should take hormone therapy after menopause.",6.64147246200082
What is (are) familial thoracic aortic aneurysm and dissection ?,"Familial thoracic aortic aneurysm and dissection (familial TAAD) involves problems with the aorta, which is the large blood vessel that distributes blood from the heart to the rest of the body. Familial TAAD affects the upper part of the aorta, near the heart. This part of the aorta is called the thoracic aorta because it is located in the chest (thorax). Other vessels that carry blood from the heart to the rest of the body (arteries) can also be affected. In familial TAAD, the aorta can become weakened and stretched (aortic dilatation), which can lead to a bulge in the blood vessel wall (an aneurysm). Aortic dilatation may also lead to a sudden tearing of the layers in the aorta wall (aortic dissection), allowing blood to flow abnormally between the layers. These aortic abnormalities are potentially life-threatening because they can decrease blood flow to other parts of the body such as the brain or other vital organs, or cause the aorta to break open (rupture). The occurrence and timing of these aortic abnormalities vary, even within the same affected family. They can begin in childhood or not occur until late in life. Aortic dilatation is generally the first feature of familial TAAD to develop, although in some affected individuals dissection occurs with little or no aortic dilatation. Aortic aneurysms usually have no symptoms. However, depending on the size, growth rate, and location of these abnormalities, they can cause pain in the jaw, neck, chest, or back; swelling in the arms, neck, or head; difficult or painful swallowing; hoarseness; shortness of breath; wheezing; a chronic cough; or coughing up blood. Aortic dissections usually cause severe, sudden chest or back pain, and may also result in unusually pale skin (pallor), a very faint pulse, numbness or tingling (paresthesias) in one or more limbs, or paralysis. Familial TAAD may not be associated with other signs and symptoms. However, some individuals in affected families show mild features of related conditions called Marfan syndrome or Loeys-Dietz syndrome. These features include tall stature, stretch marks on the skin, an unusually large range of joint movement (joint hypermobility), and either a sunken or protruding chest. Occasionally, people with familial TAAD develop aneurysms in the brain or in the section of the aorta located in the abdomen (abdominal aorta). Some people with familial TAAD have heart abnormalities that are present from birth (congenital). Affected individuals may also have a soft out-pouching in the lower abdomen (inguinal hernia), an abnormal curvature of the spine (scoliosis), or a purplish skin discoloration (livedo reticularis) caused by abnormalities in the tiny blood vessels of the skin (dermal capillaries). However, these conditions are also common in the general population. Depending on the genetic cause of familial TAAD in particular families, they may have an increased risk of developing blockages in smaller arteries, which can lead to heart attack and stroke.","Familial thoracic aortic aneurysm and dissection (TAA/D) is a condition that affects the large blood vessels in the chest, called the aorta. The aorta carries oxygen-rich blood from the heart to the rest of the body. In people with TAA/D, the walls of the aorta become weak and stretchable over time. This weakening can cause the aorta to bulge outward, which is known as an aneurysm. If this aneurysm ruptures or tears, it causes life-threatening bleeding into the chest cavity. Aneurysms are often asymptomatic until they rupture; therefore, most affected individuals do not have any signs or symptoms associated with the disorder. However, some people with TAA/D develop aortic dissections, which occur when the inner lining of the aorta tears and slides into the wall of the tube. These tears can be caused by high blood pressure, trauma, or other factors. Aortic dissections can also result from genetic mutations that affect the structure of the aorta. Aortic dissections usually cause severe pain in the back, abdomen, chest, neck, or arms. They may also lead to sudden death due to internal bleeding.",14.119700371998988
Is X-linked thrombocytopenia inherited ?,"This condition is inherited in an X-linked pattern. The gene associated with this condition is located on the X chromosome, which is one of the two sex chromosomes. In females (who have two X chromosomes), a mutation in one of the two copies of the gene in each cell may or may not cause the disorder. In males (who have only one X chromosome), a mutation in the only copy of the gene in each cell causes the disorder. In most cases of X-linked inheritance, males experience more severe symptoms of the disorder than females. A characteristic of X-linked inheritance is that fathers cannot pass X-linked traits to their sons.","How is x-linked thrombocytopenia inherited? X-linked thrombocytopenia is an X-linked recessive condition. This means that the gene associated with this condition is located on the X chromosome, and that affected females have one altered copy of the gene in each cell (heterozygous). The other X chromosome in each cell has a normal copy of the gene. In males (who have only one X chromosome), one altered copy of the gene in each cell leads to the expression of the trait. Because females have two copies of the X chromosome, if one copy carries the altered gene it usually doesn't cause any signs or symptoms of the disorder. However, some females who are heterozygous for mutations in the ITGB2 gene may develop mild thrombocytopenia. Females can also be carriers of an X-linked recessive genetic condition without showing any signs or symptoms of the condition themselves. These females are called mosaic carriers. Mosaic carriers typically have fewer cells than usual that carry the mutation compared to their non-carrier counterparts.",12.218411279000065
What are the symptoms of Gangliocytoma ?,"What are the signs and symptoms of gangliocytomas? Signs and symptoms caused by the presence of a gangliocytoma can vary depending on the tumor's location. Seizures are the most common symptom. Other symptoms may include increased brain pressure, endocrine disorders, and focal symptoms. Gangliocytomas can also be asymptomatic (cause no symptoms) and may be diagnosed incidentally on imaging studies.","What are the signs and symptoms of gangliocytoma? The Human Phenotype Ontology provides the following list of signs and symptoms for gangliocytoma. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the cerebellum 90% Aplasia/Hypoplasia of the corpus callosum 90% Cerebral cortical hyperostosis 90% Cognitive impairment 90% Epilepsy 90% Hypertonia 90% Muscular hypotonia 90% Nystagmus 90% Optic atrophy 90% Seizures 90% Visual impairment 90% Autosomal dominant inheritance - Congenital luteoma of the brainstem - Dysarthria - Hemiplegia/hemiparesis - Intellectual disability - Motor speech disorder - Oculomotor apraxia - Spastic diplegia - Tremor - The Human Phenotype Ontology (HPO) has collected information on how often",14.347481936001714
What are the treatments for carnitine palmitoyltransferase I deficiency ?,These resources address the diagnosis or management of CPT I deficiency: - Baby's First Test - FOD (Fatty Oxidation Disorders) Family Support Group: Diagnostic Approach to Disorders of Fat Oxidation - Information for Clinicians - Gene Review: Gene Review: Carnitine Palmitoyltransferase 1A Deficiency - Genetic Testing Registry: Carnitine palmitoyltransferase I deficiency These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,These resources address the diagnosis or management of CPAT1 deficiency: - Gene Review: Gene Review: Carnitine Palmitoyltransferase 1 Deficiency - Genetic Testing Registry: Carnitine palmitoyltransferase 1 deficiency These resources from MedlinePlus offer information about the care and management of various health conditions: - Health Management Tips - Drug Therapy - Surgery and Rehabilitation - Screening and Detection These resources from MedlinePlus offer additional information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Screening and Detection,6.612618506000217
